text	translation	source	flag
sadden	使悲伤，使难过；使黯淡	both	G4-verb-sense-lost
saddles	马鞍； （自行车或摩托车的）车座； （动物的）脊肉	both	G4-verb-sense-lost
sags	向下凹或中间下陷； 松弛或不整齐地悬着	both	G4-verb-sense-lost
salivate	使流涎；使过量分泌唾液	both	G4-verb-sense-lost
sally	突围；[军] 出击；（感情等）迸发；俏皮话；远足	both	G4-verb-sense-lost
salt	盐；风趣，刺激性	both	G4-verb-sense-lost
salute	致敬，欢迎；敬礼	both	G4-verb-sense-lost
saluting	致敬，欢迎；敬礼	both	G4-verb-sense-lost
salvage	打捞；海上救助；抢救财货；救难的奖金	both	G4-verb-sense-lost
sample	样品；样本；例子	both	G4-verb-sense-lost
sanctify	使圣洁；使神圣化；把…奉献给神；认可	both	G4-verb-sense-lost
sanction	制裁，处罚；认可；支持	both	G4-verb-sense-lost
sand	沙；沙地；沙洲；沙滩；沙子	both	G4-verb-sense-lost
sanger	桑格（姓氏； Frederick, 1918-，美国生物化学家，曾获 1958年诺贝尔化学奖）	both	review
santos	n. 圣者像；Santos.；n. 桑托斯(巴西港口)	both	review
saps	傻瓜； 笨蛋； 树液； 元气	both	G4-verb-sense-lost
sash	腰带；肩带；饰带；框格	both	G4-verb-sense-lost
saskatoon	n. 唐棣属植物；Saskatoon.；n. 萨斯卡通(加拿大中南部一城市)	both	review
sass	（美）炖水果；果脯蜜饯；无礼的话	both	G4-verb-sense-lost
satirize	讽刺；挖苦	both	G4-verb-sense-lost
saturate	浸透的，饱和的；深颜色的	both	G4-verb-sense-lost
sauced	调味或加沙司于…	both	G4-verb-sense-lost
sauces	调味酱，调味汁	both	G4-verb-sense-lost
savaged	（动物）凶狠地攻击（或伤害）； 残害； 猛烈批评； 激烈抨击	both	G4-verb-sense-lost
savaging	（动物）凶狠地攻击（或伤害）； 残害； 猛烈批评； 激烈抨击	both	G4-verb-sense-lost
savannah	n. (特指非洲)大草原；Savannah.；n. 萨凡纳（美国乔治亚州东南部一城市）	both	review
saving	n. 节约； 挽救；savings:储蓄金； 存款；prep. 除 ... 之外；conj. 除了； 除去； 的现在分词	both	review
savored	意味，带有…的性质； 给…加调味品； 使有风味； 品尝	both	G4-verb-sense-lost
savors	意味，带有…的性质； 给…加调味品； 使有风味； 品尝	both	G4-verb-sense-lost
savvy	悟性；理解能力；懂行（的人）	both	G4-verb-sense-lost
saws	锯； 谚语，格言	both	G4-verb-sense-lost
say	讲；说明；例如；声称；假设；指明	both	G4-verb-sense-lost
scabs	（伤口或疮口上所结的）痂； （植物的）斑点病； 拒不参加罢工的工人； 破坏罢工者	both	G4-verb-sense-lost
scalped	剥去…的头皮； 转手倒卖以牟利	both	G4-verb-sense-lost
scalps	头皮； （表明战胜某人的）战利品，胜利的象征	both	G4-verb-sense-lost
scant	不足的；缺乏的；勉强够的	both	G4-verb-sense-lost
scare	恐慌；惊吓；惊恐	both	G4-verb-sense-lost
scatters	（使）散开， （使）分散，驱散； 撒	both	G4-verb-sense-lost
scavenge	打扫；排除废气；以…为食	both	G4-verb-sense-lost
scent	气味；嗅觉；痕迹；察觉能力	both	G4-verb-sense-lost
schedule	时间表；计划表；一览表	both	G4-verb-sense-lost
schemed	策划，图谋； 设计，计划； 设计，制定计划	both	G4-verb-sense-lost
schiller	席勒(①姓氏 ② von, 1759Schiller1805, 德国诗人及剧作家)	both	review
schlep	笨蛋；无用的人；难办之事	both	G4-verb-sense-lost
schmooze	闲谈，聊天；扯皮，搬弄是非	both	G4-verb-sense-lost
schneider	n. (德语)西装店；裁缝店；Schneider.；n. 施奈特（姓氏）	both	review
scholastic	学校的；学者的；学术的（等于scholastical）	both	review
school	学校；学院；学派；鱼群	both	G4-verb-sense-lost
schooled	受过教育的；受过训练的	both	G4-verb-sense-lost
scoffed	嘲笑，嘲弄	both	G4-verb-sense-lost
scope	范围；余地；视野；眼界；导弹射程	both	G4-verb-sense-lost
scorn	轻蔑；嘲笑；藐视的对象	both	G4-verb-sense-lost
scorning	轻视，蔑视； 不屑做； 不屑于（接受或做），轻蔑地拒绝	both	G4-verb-sense-lost
scorns	轻视，蔑视； 不屑做； 不屑于（接受或做），轻蔑地拒绝	both	G4-verb-sense-lost
scotch	苏格兰人的；苏格兰语的	both	G4-verb-sense-lost
scotia	n. 凹形边饰；Scotia.；n. 苏格夏(苏格兰的拉丁名称)	both	review
scotts	斯科茨； [地名] [美国] 斯科茨	both	review
scotty	苏格兰狗（等于Scottie）	both	review
scour	擦，冲刷；洗涤剂；（畜类等的）腹泻	both	G4-verb-sense-lost
scoured	擦洗；腐蚀；摩擦	both	G4-verb-sense-lost
scout	搜索，侦察；侦察员；侦察机	both	G4-verb-sense-lost
scouts	童子军，童军；侦察兵	both	G4-verb-sense-lost
scrabble	一种拼字游戏；抓；摸索；挣扎；涂鸦	both	G4-verb-sense-lost
scrabbling	一种拼字游戏；抓；摸索；挣扎；涂鸦	both	G4-verb-sense-lost
scramble	抢夺，争夺；混乱，混乱的一团；爬行，攀登	both	G4-verb-sense-lost
scrape	刮掉；擦痕；困境；刮擦声	both	G4-verb-sense-lost
scratched	抓；搔	both	G4-verb-sense-lost
scribble	潦草写成的东西；潦草的写法；杂文	both	G4-verb-sense-lost
scroll	卷轴，画卷；名册；卷形物	both	G4-verb-sense-lost
scud	飞毛腿；疾行；飘飞的云	both	G4-verb-sense-lost
scuds	（尤指船、舰或云彩）笔直、高速而平稳地移动	both	G4-verb-sense-lost
scuffling	拖著脚步行走发出的脚步声	both	G4-verb-sense-lost
scull	短桨；小划艇桨的一种；赛艇	both	G4-verb-sense-lost
scuttle	天窗；煤桶；筐	both	G4-verb-sense-lost
sd	标准偏差；美国南达科他州（邮政编码， Dakota）；侧视图	both	review
sdf	abbr. [军] Forces；自卫队	both	review
se	abbr. 东南；音响效果；二次发射；标准英语（ ； effect； emmision	both	review
seal	密封；印章；海豹；封条；标志	both	G4-verb-sense-lost
seamed	有缝的；有皱纹的	both	G4-verb-sense-lost
seams	缝合线；缝合处	both	G4-verb-sense-lost
search	搜寻；探究，查究	both	G4-verb-sense-lost
secede	从…中脱离；割让	both	G4-verb-sense-lost
seclude	使隔离，使隔绝	both	G4-verb-sense-lost
seconding	支持； 临时调派； 附议； 赞成某提案	both	G4-verb-sense-lost
secrete	藏匿；私下侵吞；分泌	both	G4-verb-sense-lost
sector	部门；扇形，扇区；象限仪；函数尺	both	G4-verb-sense-lost
sectored	部门；领域；防御地区；扇形	both	G4-verb-sense-lost
secularized	使还俗；改作俗用	both	G4-verb-sense-lost
secure	保护；弄到；招致；缚住	both	G4-verb-sense-lost
securitize	（通常为筹集现金）把（资产）转化为证券	both	G4-verb-sense-lost
sedona	塞多那市，亚利桑那州。位于凤凰城以北145千米处。； [地名] [美国] 塞多纳	both	review
seduce	引诱；诱惑；诱奸；怂恿	both	G4-verb-sense-lost
seduced	引诱；诱惑；诱奸；怂恿	both	G4-verb-sense-lost
seducing	引诱；诱惑；诱奸；怂恿	both	G4-verb-sense-lost
seem	似乎；像是；装作	both	G4-verb-sense-lost
seep	小泉；水陆两用的吉普车	both	G4-verb-sense-lost
seeped	（液体）渗； 渗透； 渗出； 漏出	both	G4-verb-sense-lost
sees	扩展企业应用套件	both	G4-verb-sense-lost
seethe	沸腾；感情等的迸发	both	G4-verb-sense-lost
segregate	使隔离；使分离；在…实行种族隔离	both	G4-verb-sense-lost
sell	销售；失望；推销术	both	G4-verb-sense-lost
sentence	[语][计] 句子，命题；宣判，判决	both	G4-verb-sense-lost
sentences	[语][计] 句子；[法] 宣判，判决；句型	both	G4-verb-sense-lost
separates	分体式泳衣；单件衣服	both	G4-verb-sense-lost
sepulcher	坟墓；圣物置放处	both	G4-verb-sense-lost
sequence	[数][计] 序列；顺序；续发事件	both	G4-verb-sense-lost
sequester	使隔绝；使隐退；没收，扣押	both	G4-verb-sense-lost
serene	adj. 安详的；宁静的；平静的；Serene.；adj. 尊贵的	both	review
serialize	连载，使连续	both	G4-verb-sense-lost
serialized	序列化	both	G4-verb-sense-lost
serotypes	[医] 血清型	both	G4-verb-sense-lost
serotyping	[医]血清分型	both	G4-verb-sense-lost
served	服务；服役；招待；发球	both	G4-verb-sense-lost
sessions	n. 会议；研讨；学期；法庭；Sessions.；n. 塞森斯（美国作曲家）	both	review
sever	割断，断绝；分开；使分离	both	G4-verb-sense-lost
sew	缝合，缝上；缝纫	both	G4-verb-sense-lost
sex	性；性别；性行为；色情	both	G4-verb-sense-lost
shabbat	（犹太教）安息日（等于Shabbos，Shabbas）	both	review
shade	树荫；阴影；阴凉处；遮阳物；（照片等的）明暗度；少量、些微；细微的差别	both	G4-verb-sense-lost
shafts	[机] 轴，杆；[矿业] 竖井	both	G4-verb-sense-lost
shagging	（英国俚语）与…做爱	both	G4-verb-sense-lost
shakes	摇动；握手；打击	both	G4-verb-sense-lost
shallowly	浅浅地；肤浅地	both	G4-verb-sense-lost
shame	羞耻，羞愧；憾事，带来耻辱的人	both	G4-verb-sense-lost
shanghai	上海（中国东部港市）	both	G4-verb-sense-lost
shank	柄；小腿；[解剖][脊椎] 胫	both	G4-verb-sense-lost
shape	形状；模型；身材；具体化	both	G4-verb-sense-lost
shapes	形状；图形；身材；二维造型体	both	G4-verb-sense-lost
sharecropping	分成制；分粮	both	G4-verb-sense-lost
sharks	鲨鱼； 坑蒙拐骗的人，诈骗者	both	G4-verb-sense-lost
shatter	碎片；乱七八糟的状态	both	G4-verb-sense-lost
shaves	（用剃刀）刮（胡须等），为（某人）剃毛发； 刨（木头等）； 削； 掠过	both	G4-verb-sense-lost
shear	[力] 切变；修剪；大剪刀	both	G4-verb-sense-lost
shelter	庇护；避难所；遮盖物	both	G4-verb-sense-lost
shepherd	牧羊人；牧师；指导者	both	G4-verb-sense-lost
shepherded	牧羊；带领；指导；看管	both	G4-verb-sense-lost
shepherding	牧羊；带领；指导；看管	both	G4-verb-sense-lost
shield	盾；防护物；保护者	both	G4-verb-sense-lost
shifts	[计] 移位；换班制	both	G4-verb-sense-lost
shimmy	西迷舞（一种爵士舞）；摇动；女式衬衣	both	G4-verb-sense-lost
shine	照射，擦亮；把…的光投向；（口）通过擦拭使…变得有光泽或光	both	G4-verb-sense-lost
shingle	墙面板；木瓦；小招牌（尤指医生或律师挂的营业招牌）；鹅卵石	both	G4-verb-sense-lost
shinny	简易曲棍球棒	both	G4-verb-sense-lost
shiver	颤抖，战栗；碎片	both	G4-verb-sense-lost
shivered	颤抖，战栗；碎片	both	G4-verb-sense-lost
shoal	浅滩，沙洲；鱼群；潜在危险	both	G4-verb-sense-lost
shoals	[地理] 浅滩；[水文] 沙洲	both	G4-verb-sense-lost
shock	休克；震惊；震动；打击；禾束堆	both	G4-verb-sense-lost
shops	[贸易] 商店；商店用包装纸	both	G4-verb-sense-lost
short	adj. 短的；矮的；短期的；短缺的；简略的；粗暴无礼的；[语]短音的；adv. 缺少；未达到；半中间(打断)；过早地(终止)；n. 烈酒；电影短片	both	G4-verb-sense-lost
shortchange	（找钱时故意）少找零头，欺骗	both	G4-verb-sense-lost
shortcut	捷径；被切短的东西	both	G4-verb-sense-lost
shorted	adj. 短的；矮的；短期的；短缺的；简略的；粗暴无礼的；[语]短音的；adv. 缺少；未达到；半中间(打断)；过早地(终止)；n. 烈酒；电影短片	both	G4-verb-sense-lost
shorten	缩短；减少；变短	both	G4-verb-sense-lost
shorting	adj. 短的；矮的；短期的；短缺的；简略的；粗暴无礼的；[语]短音的；adv. 缺少；未达到；半中间(打断)；过早地(终止)；n. 烈酒；电影短片	both	G4-verb-sense-lost
shoved	推挤；乱放；强行	both	G4-verb-sense-lost
shovel	铁铲；一铲的量；铲车	both	G4-verb-sense-lost
shoveled	铁铲；一铲的量；铲车	both	G4-verb-sense-lost
shoveling	铁铲；一铲的量；铲车	both	G4-verb-sense-lost
shoves	推，猛推，乱推； 乱放； 随便放； 胡乱丢	both	G4-verb-sense-lost
shower	淋浴；（倾泻般出现的）一阵，一大批；阵雨	both	G4-verb-sense-lost
showers	[气象] 阵雨；淋浴站，淋浴设备	both	G4-verb-sense-lost
shrine	圣地；神殿；神龛；圣祠	both	G4-verb-sense-lost
shrivel	使枯萎；使皱缩；使束手无策	both	G4-verb-sense-lost
shuck	壳；外皮；荚；毫无价值的东西	both	G4-verb-sense-lost
shucked	壳；外皮；荚；毫无价值的东西	both	G4-verb-sense-lost
shuffle	洗牌，洗纸牌；混乱，蒙混；拖着脚走	both	G4-verb-sense-lost
shuffler	曳步而行者； 洗牌者； 轮到洗牌的人； 做事漫不经心者	both	G4-verb-sense-lost
shuts	关； 关上； （使）停止营业； 关门	both	G4-verb-sense-lost
shutter	快门；百叶窗；关闭物；遮板	both	G4-verb-sense-lost
shuttle	航天飞机；穿梭；梭子；穿梭班机、公共汽车等	both	G4-verb-sense-lost
shuttled	航天飞机；穿梭；梭子；穿梭班机、公共汽车等	both	G4-verb-sense-lost
sick	厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的	both	G4-verb-sense-lost
sickly	有病的，苍白的；疾病流行的；令人作呕的	both	G4-verb-sense-lost
sidetracked	将（火车）[建] 转到侧线；转变（话题）	both	G4-verb-sense-lost
sift	筛选；撒；过滤；详查	both	G4-verb-sense-lost
sight	视力；景象；眼界；见解	both	G4-verb-sense-lost
sign	迹象；符号；记号；手势；指示牌	both	G4-verb-sense-lost
sildenafil	西地那非； [医]昔多芬，一氧化氮样药物，商品名Viagra（伟哥）	both	review
silt	淤泥，泥沙；煤粉；残渣	both	G4-verb-sense-lost
silver	银；银器；银币；银质奖章；餐具；银灰色	both	G4-verb-sense-lost
silvers	银； 银币； 银制品； 银色	both	G4-verb-sense-lost
simmered	炖，慢煮； 充满势将爆发的（怒气等）	both	G4-verb-sense-lost
simmers	炖，慢煮； 充满势将爆发的（怒气等）	both	G4-verb-sense-lost
simplify	简化；使单纯；使简易	both	G4-verb-sense-lost
sinew	筋；肌腱；体力；精力	both	G4-verb-sense-lost
singer	n. 歌手；鸣禽；n. 烧毛工；烧毛机；Singer: 辛格(姓氏).	both	review
single	adj. 单一的；单个的；特指某人或某物；单身的；单人的；单程的；n. 单程票；单曲；单人房间；单身者；一元纸币；(网球)单打比赛；(板球)一分打	both	G4-verb-sense-lost
singled	adj. 单一的；单个的；特指某人或某物；单身的；单人的；单程的；n. 单程票；单曲；单人房间；单身者；一元纸币；(网球)单打比赛；(板球)一分打	both	G4-verb-sense-lost
singling	adj. 单一的；单个的；特指某人或某物；单身的；单人的；单程的；n. 单程票；单曲；单人房间；单身者；一元纸币；(网球)单打比赛；(板球)一分打	both	G4-verb-sense-lost
sings	唱，歌唱； （鸟）鸣； 嗡嗡叫； 呜呜作响	both	G4-verb-sense-lost
sinks	[化工] 水槽；低洼地；污水池	both	G4-verb-sense-lost
sip	抿；小口喝；单列直插式组件	both	G4-verb-sense-lost
sitcom	n. 情景喜剧；SITCOM.；n. 单收入、有两个孩子及沉重房贷负担的家庭	both	review
skews	歪曲； 曲解； 使不公允； 影响…的准确性	both	G4-verb-sense-lost
skid	打滑；[车辆] 刹车；滑轨，滑动垫木	both	G4-verb-sense-lost
skim	撇；撇去的东西；表层物；瞒报所得的收入	both	G4-verb-sense-lost
skimped	少用； 少给； 克扣； 节省	both	G4-verb-sense-lost
skims	撇去； 掠过； 轻轻擦过； 略读	both	G4-verb-sense-lost
skins	[解剖] 皮肤；皮囊；（美）连皮烤土豆；面板	both	G4-verb-sense-lost
skips	跳； 跳绳； 悄悄溜走； 快速转移	both	G4-verb-sense-lost
skive	把…割成薄片；削匀；研磨	both	G4-verb-sense-lost
skulk	躲藏者；逃避责任者；潜行的人或动物	both	G4-verb-sense-lost
skunk	臭鼬；臭鼬毛皮；讨厌鬼；卑鄙的人	both	G4-verb-sense-lost
skunks	臭鼬； 臭鼬毛皮； 卑鄙的人； 可恶的人	both	G4-verb-sense-lost
skydive	跳伞开伞前的表演；花样跳伞	both	G4-verb-sense-lost
skylark	云雀；发疯般的胡闹	both	G4-verb-sense-lost
skyrocket	流星烟火；冲天火箭	both	G4-verb-sense-lost
skyrocketed	流星烟火；冲天火箭	both	G4-verb-sense-lost
slab	厚板，平板；混凝土路面；厚片	both	G4-verb-sense-lost
slabs	[木] 平板；厚片	both	G4-verb-sense-lost
slacked	偷懒； 减速； 放松	both	G4-verb-sense-lost
slacken	松劲，懈怠；变松弛；变缓慢	both	G4-verb-sense-lost
slackened	松劲，懈怠；变松弛；变缓慢	both	G4-verb-sense-lost
slackening	松劲，懈怠；变松弛；变缓慢	both	G4-verb-sense-lost
slackware	由 Volkerding于1993年创建并维护至今的一个Linux发行版本	both	review
slake	消除；熄灭；使清凉；满足	both	G4-verb-sense-lost
slammed	猛烈抨击；猛撞	both	G4-verb-sense-lost
slandering	[法]口头诽谤行为	both	G4-verb-sense-lost
slants	（使）倾斜，歪斜； 有倾向性地编写或报道	both	G4-verb-sense-lost
slapped	侮辱；拍击；掴…耳光	both	G4-verb-sense-lost
slaps	拍打声，类似拍打的声音	both	G4-verb-sense-lost
slates	（旧时学生用以写字的）石板； 板岩； 石板瓦； 石板色	both	G4-verb-sense-lost
slats	[木] 板条；缝翼；肋骨	both	G4-verb-sense-lost
slaughter	屠宰，屠杀；杀戮；消灭	both	G4-verb-sense-lost
slaver	口水；奴隶贩卖船；奴隶商人；谄媚；诱骗女子为娼者	both	G4-verb-sense-lost
slavering	口水；奴隶贩卖船；奴隶商人；谄媚；诱骗女子为娼者	both	G4-verb-sense-lost
slaves	奴隶, 服伺的人； 侍女； 上瘾； 服务于另一连接计算机的系统 (计算机用语)	both	G4-verb-sense-lost
slay	杀害，杀死；使禁不住大笑	both	G4-verb-sense-lost
slice	薄片；部分；菜刀，火铲	both	G4-verb-sense-lost
sliced	（食物）已切成薄片的	both	G4-verb-sense-lost
slick	[机] 平滑器；[机] 修光工具；通俗杂志	both	G4-verb-sense-lost
slicked	光滑的；华而不实的；聪明的；熟练的；老套的	both	G4-verb-sense-lost
slighted	轻微的，少量的；脆弱的；细长的；不重要的	both	G4-verb-sense-lost
slim	苗条的；修长的；微小的；差的	both	G4-verb-sense-lost
slimmed	减肥； 使体重减轻，使变瘦，使苗条	both	G4-verb-sense-lost
slims	减肥； 使体重减轻，使变瘦，使苗条； 细腿紧身裤	both	G4-verb-sense-lost
slings	抛； 吊挂； 遣送； 押往	both	G4-verb-sense-lost
slink	早产的动物；鬼鬼祟祟的人	both	G4-verb-sense-lost
slip	滑，滑倒；片，纸片；错误；下跌；事故	both	G4-verb-sense-lost
slope	斜坡；倾斜；斜率；扛枪姿势	both	G4-verb-sense-lost
slopes	倾斜，斜坡；[数] 斜率；山坡翱	both	G4-verb-sense-lost
slops	污水； 粪便与废水； 宽松的罩衣； 剩菜屑	both	G4-verb-sense-lost
slough	蜕下的皮（或壳）；绝境；[地理] 泥沼；[外科] 腐肉	both	G4-verb-sense-lost
slugged	用力打，狠揍； 猛击（球）	both	G4-verb-sense-lost
slum	贫民窟；陋巷；脏乱的地方	both	G4-verb-sense-lost
slumber	睡眠；麻木状态；静止状态	both	G4-verb-sense-lost
slumbering	睡眠；麻木状态；静止状态	both	G4-verb-sense-lost
smacks	掌掴（声）； 海洛因； （打的）一拳； 打巴掌	both	G4-verb-sense-lost
smart	聪明的；巧妙的；敏捷的；厉害的；潇洒的；剧烈的；时髦的	both	G4-verb-sense-lost
smarted	（伤口）疼痛； 感到刺痛； 引起疼痛； 受罪	both	G4-verb-sense-lost
smarten	使整洁；使漂亮潇洒；使更敏捷；使更聪明	both	G4-verb-sense-lost
smarting	（伤口）疼痛； 感到刺痛； 引起疼痛； 受罪	both	G4-verb-sense-lost
smartphone	n. Microsoft开发的新一代手机操作系统平台；智能手机	both	review
smashes	打碎，捣烂； 捣毁； 重击； 撞毁（车辆）	both	G4-verb-sense-lost
smear	涂片；诽谤；污点	both	G4-verb-sense-lost
smeared	涂抹，擦上	both	G4-verb-sense-lost
smears	污迹； 污斑； （显微镜的）涂片； 诽谤	both	G4-verb-sense-lost
smelled	嗅，闻； 闻到； 嗅出； 觉察出	both	G4-verb-sense-lost
smells	气味；臭味	both	G4-verb-sense-lost
smoke	烟；抽烟；无常的事物	both	G4-verb-sense-lost
smoothened	使平滑, 使平和；使平息	both	G4-verb-sense-lost
smoothening	使平滑, 使平和；使平息	both	G4-verb-sense-lost
smoothest	平稳的； 光滑的； 磨平的； （言谈）流利的	both	G4-verb-sense-lost
smother	窒息状态；令人窒息的浓烟	both	G4-verb-sense-lost
smothered	使窒息；抑制；（用灰等）闷熄；忍住	both	G4-verb-sense-lost
smudge	污点，污迹；烟熏火堆	both	G4-verb-sense-lost
smut	[植保] 黑穗病；煤尘；污迹	both	G4-verb-sense-lost
snags	（尤指潜伏的）困难； 尖利的突出物； 根株； 被刮破或钩坏的裂口	both	G4-verb-sense-lost
snare	陷阱；圈套；[外科] 勒除器	both	G4-verb-sense-lost
snared	用罗网捕捉，诱陷，陷害	both	G4-verb-sense-lost
snarl	搞乱；咆哮着说；使…缠结	both	G4-verb-sense-lost
snarls	（动物的）龇牙低吼； 愤怒叫嚷（声）； 咆哮（声）； 疼痛叫声	both	G4-verb-sense-lost
snatch	抢夺；抓举；小量	both	G4-verb-sense-lost
sneak	鬼鬼祟祟的人；偷偷摸摸的行为；告密者	both	G4-verb-sense-lost
sneaked	潜行； 偷偷溜走； （儿童向成人）打小报告； 告状	both	G4-verb-sense-lost
sneaks	胶底运动鞋（网球鞋）	both	G4-verb-sense-lost
sniffed	以鼻吸气，嗅，闻； 抽鼻子（尤指哭泣、患感冒等时出声地用鼻子吸气）； 抱怨，不以为然地说	both	G4-verb-sense-lost
sniffle	鼻塞声；不断的吸鼻子（等于snuffle）	both	G4-verb-sense-lost
sniffling	抽鼻涕；抽噎（等于snuffle）	both	G4-verb-sense-lost
sniffs	以鼻吸气，嗅，闻； 抽鼻子（尤指哭泣、患感冒等时出声地用鼻子吸气）； 抱怨，不以为然地说	both	G4-verb-sense-lost
snipe	狙击；[鸟] 鹬；香烟屁股；被开玩笑的人物	both	G4-verb-sense-lost
snitch	告密者；告发者	both	G4-verb-sense-lost
snorkeled	(潜艇或潜水者的)通气管；水下呼吸管；(救火车上的)液压起重机；（浮潜用的）呼吸管	both	G4-verb-sense-lost
snorted	喷鼻息（以表示不耐烦，轻蔑等）； （俚） 用鼻子吸（毒品）	both	G4-verb-sense-lost
snorts	喷鼻息，鼻息声； （潜水艇的）通气管	both	G4-verb-sense-lost
snowboarding	滑板滑雪（运动）；单板滑雪（运动）	both	G4-verb-sense-lost
snubbed	冷落； 拒不出席； 拒不接受； 抵制	both	G4-verb-sense-lost
snubbing	冷落； 拒不出席； 拒不接受； 抵制	both	G4-verb-sense-lost
snuffed	剪（烛）花； 熄灭（烛光）； 消灭； 谋杀	both	G4-verb-sense-lost
snuffing	剪（烛）花； 熄灭（烛光）； 消灭； 谋杀	both	G4-verb-sense-lost
snugger	整洁的； 温暖而舒适的； 非常舒适的； 紧身的	both	G4-verb-sense-lost
snuggle	使舒适温暖；紧抱；偎依	both	G4-verb-sense-lost
soared	飙升；骤然上升	both	G4-verb-sense-lost
soars	翱翔；猛增的程度	both	G4-verb-sense-lost
sobbed	啜泣，呜咽；（风等）发出呜咽声	both	G4-verb-sense-lost
sobered	（使）冷静， （使）清醒	both	G4-verb-sense-lost
sobers	（使）冷静, （使）清醒	both	G4-verb-sense-lost
sodden	浸透的；浑身湿透的；浸过酒的	both	G4-verb-sense-lost
sodding	（用以加强语气）见鬼的；他妈的	both	G4-verb-sense-lost
sodomize	对…兽奸；对…鸡奸	both	G4-verb-sense-lost
sods	愚笨的（男）人； 讨厌鬼； 招惹麻烦的事情； 草皮	both	G4-verb-sense-lost
soften	使温和；使缓和；使变柔软	both	G4-verb-sense-lost
soho	abbr. 在家上班族（ ； office）	both	review
solace	安慰；慰藉；安慰之物	both	G4-verb-sense-lost
soldier	军人；[昆] 兵蚁；懒汉；一片烤面包	both	G4-verb-sense-lost
sole	鞋底；脚底；基础；鳎目鱼	both	G4-verb-sense-lost
solubilize	（使）溶解， （使）增溶	both	G4-verb-sense-lost
solve	解决；解答；溶解	both	G4-verb-sense-lost
somersault	筋斗；（意见、观点、态度等）180度的转变	both	G4-verb-sense-lost
somerset	有衬垫的马鞍（独腿者乘坐的）	both	G4-verb-sense-lost
sop	面包片；湿透的东西；懦夫；小贿赂	both	G4-verb-sense-lost
sops	用以慰藉或讨好某人的事物； 泡湿的面包片等	both	G4-verb-sense-lost
sorbs	山梨树；山梨果；索布人；温德人	both	G4-verb-sense-lost
sown	播种	both	G4-verb-sense-lost
spain	n. 西班牙（西南欧一国家，全称为 Spain，首都为Madrid）	both	review
spar	[矿物] 晶石；圆材（如桅、桁等）；争论；拳斗	both	G4-verb-sense-lost
sparer	[医] 节省物质（一种由于自己在代谢中破坏而能减少其他物质破坏的物质）	both	G4-verb-sense-lost
sparked	点燃，发动；鼓舞	both	G4-verb-sense-lost
spatter	溅；洒；泼溅的污迹；少量	both	G4-verb-sense-lost
spattered	溅；洒；泼溅的污迹；少量	both	G4-verb-sense-lost
spawns	（鱼、蛙等的）子，卵	both	G4-verb-sense-lost
specialize	专门从事；详细说明；特化	both	G4-verb-sense-lost
specializes	使专门化	both	G4-verb-sense-lost
specify	指定；详细说明；列举；把…列入说明书	both	G4-verb-sense-lost
speck	灰尘；污点；小颗粒	both	G4-verb-sense-lost
speed	速度，速率；迅速，快速；昌盛，繁荣	both	G4-verb-sense-lost
spells	符咒；魅力；一段时间	both	G4-verb-sense-lost
sperm	n. 精液；精子；与抹香鲸有关的物质(如鲸脑油)；pref. 表示“精液；精子；种子”（ -；sperma-；spermi-）	both	review
spews	呕吐； （使某事物）喷出； 射出； （使）喷涌出	both	G4-verb-sense-lost
spheres	[数] 球体；球形包围盒	both	G4-verb-sense-lost
spice	香料；情趣；调味品；少许	both	G4-verb-sense-lost
spied	看见，发现； 当间谍； 从事间谍活动； 搜集情报	both	G4-verb-sense-lost
spies	间谍；密探	both	G4-verb-sense-lost
spill	溢出，溅出；溢出量；摔下；小塞子	both	G4-verb-sense-lost
spiraled	盘旋上升（或下降）； （物价等）不断急剧地上升（或下降）	both	G4-verb-sense-lost
spirals	螺旋（线）； 螺旋式的上升（或下降）	both	G4-verb-sense-lost
spirit	n. 精神；心灵；幽灵；精灵；(复)spirits：精力；情绪；烈酒.；v. 使精神振作；偷偷带走	both	review
spite	不顾；恶意；怨恨	both	G4-verb-sense-lost
spits	吐痰； 发出呼噜呼噜声； 咝咝地冒油； 下小雨	both	G4-verb-sense-lost
spline	花键；齿条；曲线尺；塞缝片	both	G4-verb-sense-lost
sponsor	赞助者；主办者；保证人	both	G4-verb-sense-lost
spoof	诳骗；愚弄；戏弄；讽刺性文章	both	G4-verb-sense-lost
spoon	匙，勺子；一杓的量	both	G4-verb-sense-lost
spoons	匙，勺子；一杓的量	both	G4-verb-sense-lost
spores	[生物] 孢子	both	G4-verb-sense-lost
sport	运动；游戏；娱乐；运动会；玩笑	both	G4-verb-sense-lost
sported	炫耀，给人看，玩弄	both	G4-verb-sense-lost
spotlight	聚光灯；反光灯；公众注意的中心	both	G4-verb-sense-lost
spotlighted	聚光灯；反光灯；公众注意的中心	both	G4-verb-sense-lost
spout	喷口；水龙卷；水落管；水柱	both	G4-verb-sense-lost
spouts	管口； （喷出的）水柱； （容器的）嘴； 在困难中	both	G4-verb-sense-lost
sprawl	蔓生；伸开手足躺卧姿势	both	G4-verb-sense-lost
sprawls	（城市）杂乱无序拓展的地区； 随意扩展； 蔓延物	both	G4-verb-sense-lost
spray	喷雾；喷雾器；水沫	both	G4-verb-sense-lost
sprayed	喷射；散布	both	G4-verb-sense-lost
